words,unique_words,ttr,hapax,ASL,ASW,FK,punct_per_1000__,punct_per_1000____,total_punct_per_1000,label
11,11,1.0,11,5.5,1.4545454545454546,3.7186363636363637,0.0,0.0,90.9090909090909,human
4,4,1.0,4,4.0,1.25,0.7199999999999989,0.0,0.0,250.0,human
4,4,1.0,4,2.0,1.75,5.840000000000003,0.0,0.0,250.0,human
7,7,1.0,7,2.3333333333333335,1.5714285714285714,3.8628571428571448,0.0,0.0,285.7142857142857,human
25,22,0.88,19,6.25,1.32,2.4235000000000007,0.0,0.0,160.0,human
14,13,0.9285714285714286,12,7.0,1.2142857142857142,1.4685714285714297,0.0,0.0,214.28571428571428,human
10,10,1.0,10,5.0,1.1,-0.6599999999999966,0.0,0.0,100.0,human
10,10,1.0,10,5.0,1.3,1.7000000000000028,0.0,0.0,200.0,human
20,17,0.85,14,5.0,1.2,0.5199999999999996,0.0,0.0,150.0,human
8,8,1.0,8,4.0,1.125,-0.754999999999999,0.0,0.0,375.0,human
8,8,1.0,8,4.0,1.25,0.7199999999999989,0.0,0.0,125.0,human
3,3,1.0,3,3.0,1.3333333333333333,1.3133333333333361,0.0,0.0,333.3333333333333,human
43,36,0.8372093023255814,31,21.5,1.4186046511627908,9.534534883720934,0.0,0.0,69.76744186046511,human
23,21,0.9130434782608695,19,7.666666666666667,1.2608695652173914,2.2782608695652193,0.0,0.0,86.95652173913044,human
25,24,0.96,23,5.0,1.32,1.9360000000000035,0.0,0.0,240.0,human
15,15,1.0,15,7.5,1.5333333333333334,5.428333333333338,0.0,0.0,200.0,human
20,16,0.8,13,10.0,1.15,1.879999999999999,0.0,0.0,100.0,human
33,27,0.8181818181818182,22,8.25,1.3333333333333333,3.3608333333333356,0.0,0.0,212.12121212121212,human
9,9,1.0,9,4.5,1.4444444444444444,3.2094444444444434,0.0,0.0,111.1111111111111,human
22,21,0.9545454545454546,20,7.333333333333333,1.4090909090909092,3.8972727272727283,0.0,0.0,227.27272727272725,human
27,23,0.8518518518518519,20,13.5,1.4814814814814814,7.156481481481482,0.0,0.0,74.07407407407408,human
9,9,1.0,9,3.0,2.0,9.180000000000003,0.0,0.0,555.5555555555555,human
23,21,0.9130434782608695,19,7.666666666666667,1.9130434782608696,9.973913043478266,0.0,0.0,217.3913043478261,human
14,13,0.9285714285714286,12,7.0,1.2142857142857142,1.4685714285714297,0.0,0.0,71.42857142857143,human
128,94,0.734375,81,25.6,1.578125,13.015875000000005,0.0,0.0,117.1875,human
62,48,0.7741935483870968,40,15.5,1.403225806451613,7.013064516129031,0.0,0.0,177.4193548387097,human
75,54,0.72,41,25.0,1.28,9.264,0.0,0.0,200.0,human
31,28,0.9032258064516129,25,7.75,1.3548387096774193,3.419596774193547,0.0,0.0,161.29032258064515,human
69,57,0.8260869565217391,49,23.0,1.3623188405797102,9.455362318840582,0.0,0.0,115.94202898550725,human
21,20,0.9523809523809523,19,7.0,1.7619047619047619,7.930476190476192,0.0,0.0,95.23809523809523,human
14,14,1.0,14,7.0,1.5714285714285714,5.682857142857145,0.0,0.0,285.7142857142857,human
68,54,0.7941176470588235,47,22.666666666666668,1.5735294117647058,11.817647058823535,0.0,0.0,161.76470588235296,human
15,14,0.9333333333333333,13,7.5,1.4666666666666666,4.641666666666666,0.0,0.0,333.3333333333333,human
12,11,0.9166666666666666,10,6.0,1.75,7.400000000000002,0.0,0.0,83.33333333333333,human
121,86,0.7107438016528925,70,15.125,1.5289256198347108,8.350072314049587,0.0,0.0,140.49586776859505,human
39,31,0.7948717948717948,25,19.5,1.5384615384615385,10.168846153846157,0.0,0.0,102.56410256410255,human
96,74,0.7708333333333334,59,24.0,1.4375,10.732500000000002,0.0,0.0,156.25,human
38,36,0.9473684210526315,34,12.666666666666666,1.736842105263158,9.844736842105267,0.0,0.0,157.89473684210526,human
17,17,1.0,17,5.666666666666667,1.3529411764705883,2.5847058823529423,0.0,0.0,294.11764705882354,human
39,32,0.8205128205128205,27,9.75,1.2820512820512822,3.34070512820513,0.0,0.0,128.2051282051282,human
20,20,1.0,20,6.666666666666667,1.45,4.120000000000001,0.0,0.0,250.0,human
10,10,1.0,10,5.0,1.4,2.879999999999999,0.0,0.0,300.0,human
49,39,0.7959183673469388,32,24.5,1.7142857142857142,14.193571428571428,0.0,0.0,122.44897959183673,human
124,91,0.7338709677419355,73,17.714285714285715,1.4112903225806452,7.971797235023043,0.0,0.0,145.16129032258067,human
26,26,1.0,26,13.0,1.5384615384615385,7.633846153846157,0.0,0.0,307.69230769230774,human
18,17,0.9444444444444444,16,9.0,1.5,5.6200000000000045,0.0,0.0,166.66666666666666,human
16,16,1.0,16,8.0,1.4375,4.492500000000003,0.0,0.0,250.0,human
82,58,0.7073170731707317,44,20.5,1.3414634146341464,8.23426829268293,0.0,0.0,170.7317073170732,human
5,5,1.0,5,2.5,1.2,-0.45500000000000007,0.0,0.0,200.0,human
67,52,0.7761194029850746,41,33.5,1.5522388059701493,15.791417910447763,0.0,0.0,119.40298507462687,human
32,28,0.875,26,32.0,1.59375,15.696250000000003,0.0,0.0,125.0,human
24,24,1.0,24,24.0,1.5833333333333333,12.453333333333333,0.0,0.0,125.0,human
79,63,0.7974683544303798,52,26.333333333333332,1.4556962025316456,11.857215189873418,0.0,0.0,189.873417721519,human
10,10,1.0,10,5.0,1.8,7.600000000000001,0.0,0.0,100.0,human
64,51,0.796875,43,10.666666666666666,1.359375,4.610625000000002,0.0,0.0,156.25,human
24,21,0.875,18,12.0,1.4583333333333333,6.298333333333332,0.0,0.0,291.6666666666667,human
15,15,1.0,15,7.5,1.4666666666666666,4.641666666666666,0.0,0.0,133.33333333333334,human
20,20,1.0,20,20.0,1.35,8.140000000000004,0.0,0.0,200.0,human
18,16,0.8888888888888888,14,6.0,1.6666666666666667,6.416666666666668,0.0,0.0,222.2222222222222,human
28,25,0.8928571428571429,22,5.6,1.6428571428571428,5.979714285714287,0.0,0.0,321.42857142857144,human
16,16,1.0,16,5.333333333333333,1.3125,1.9775000000000027,0.0,0.0,125.0,human
14,14,1.0,14,14.0,1.7857142857142858,10.941428571428574,0.0,0.0,357.14285714285717,human
26,23,0.8846153846153846,20,5.2,1.4615384615384615,3.684153846153844,0.0,0.0,307.69230769230774,human
42,37,0.8809523809523809,32,21.0,1.3571428571428572,8.614285714285717,0.0,0.0,119.04761904761904,human
2,2,1.0,2,2.0,1.5,2.890000000000004,0.0,0.0,500.0,human
1,1,1.0,1,1.0,4.0,32.0,0.0,0.0,0.0,human
70,53,0.7571428571428571,41,11.666666666666666,1.457142857142857,6.154285714285717,0.0,0.0,157.14285714285714,human
8,8,1.0,8,2.6666666666666665,1.25,0.1999999999999993,0.0,0.0,375.0,human
22,18,0.8181818181818182,14,7.333333333333333,1.3181818181818181,2.8245454545454542,0.0,0.0,227.27272727272725,human
23,21,0.9130434782608695,19,7.666666666666667,1.4782608695652173,4.8434782608695635,0.0,0.0,260.8695652173913,human
31,26,0.8387096774193549,21,6.2,1.3225806451612903,2.434451612903228,0.0,0.0,193.54838709677418,human
22,20,0.9090909090909091,18,7.333333333333333,1.1363636363636365,0.6790909090909132,0.0,0.0,181.8181818181818,human
19,18,0.9473684210526315,17,9.5,1.4736842105263157,5.504473684210527,0.0,0.0,263.1578947368421,human
22,22,1.0,22,5.5,1.3181818181818181,2.1095454545454544,0.0,0.0,227.27272727272725,human
14,13,0.9285714285714286,12,7.0,1.3571428571428572,3.1542857142857166,0.0,0.0,214.28571428571428,human
19,19,1.0,19,6.333333333333333,1.4210526315789473,3.64842105263158,0.0,0.0,263.1578947368421,human
3,3,1.0,3,1.5,1.6666666666666667,4.661666666666669,0.0,0.0,666.6666666666666,human
35,28,0.8,21,11.666666666666666,1.2,3.120000000000001,0.0,0.0,228.57142857142856,human
17,17,1.0,17,5.666666666666667,1.2941176470588236,1.8905882352941177,0.0,0.0,294.11764705882354,human
18,17,0.9444444444444444,16,6.0,1.5,4.450000000000003,0.0,0.0,333.3333333333333,human
69,56,0.8115942028985508,46,11.5,1.3623188405797102,4.970362318840582,0.0,0.0,188.40579710144928,human
12,11,0.9166666666666666,10,3.0,1.5,3.2800000000000047,0.0,0.0,416.6666666666667,human
57,45,0.7894736842105263,38,8.142857142857142,1.3157894736842106,3.112030075187974,0.0,0.0,210.52631578947367,human
11,11,1.0,11,11.0,1.5454545454545454,6.936363636363637,0.0,0.0,181.8181818181818,human
14,14,1.0,14,4.666666666666667,1.5714285714285714,4.772857142857145,0.0,0.0,285.7142857142857,human
9,9,1.0,9,4.5,1.1111111111111112,-0.7238888888888866,0.0,0.0,333.3333333333333,human
49,41,0.8367346938775511,35,12.25,1.3265306122448979,4.840561224489797,0.0,0.0,142.85714285714286,human
41,30,0.7317073170731707,24,20.5,1.3658536585365855,8.522073170731712,0.0,0.0,146.34146341463415,human
62,45,0.7258064516129032,33,8.857142857142858,1.1612903225806452,1.5675115207373302,0.0,0.0,177.4193548387097,human
28,23,0.8214285714285714,19,14.0,1.2142857142857142,4.19857142857143,0.0,0.0,321.42857142857144,human
84,70,0.8333333333333334,62,14.0,1.25,4.620000000000001,0.0,0.0,202.38095238095238,human
18,14,0.7777777777777778,11,9.0,1.2777777777777777,2.9977777777777774,0.0,0.0,333.3333333333333,human
27,26,0.9629629629629629,25,13.5,1.4444444444444444,6.719444444444445,0.0,0.0,111.1111111111111,human
136,97,0.7132352941176471,78,13.6,1.5661764705882353,8.194882352941175,0.0,0.0,198.52941176470588,human
33,31,0.9393939393939394,29,11.0,1.393939393939394,5.148484848484848,0.0,0.0,151.51515151515153,human
76,58,0.7631578947368421,49,15.2,1.4210526315789473,7.106421052631582,0.0,0.0,144.73684210526315,human
217,127,0.5852534562211982,86,18.083333333333332,1.4884792626728112,9.026555299539172,0.0,0.0,133.64055299539172,human
170,105,0.6176470588235294,81,21.25,1.535294117647059,10.813970588235296,0.0,0.0,194.11764705882354,human
146,101,0.6917808219178082,81,13.272727272727273,1.5753424657534247,8.175404732254048,0.0,0.0,143.83561643835617,human
56,44,0.7857142857142857,35,18.666666666666668,1.4285714285714286,8.547142857142859,0.0,0.0,142.85714285714286,human
27,23,0.8518518518518519,20,6.75,1.2592592592592593,1.9017592592592614,0.0,0.0,222.2222222222222,human
54,44,0.8148148148148148,37,10.8,1.4444444444444444,5.666444444444444,0.0,0.0,129.62962962962962,human
43,36,0.8372093023255814,30,14.333333333333334,1.3953488372093024,6.465116279069768,0.0,0.0,186.04651162790697,human
20,18,0.9,17,10.0,1.35,4.240000000000002,0.0,0.0,200.0,human
41,36,0.8780487804878049,32,10.25,1.3658536585365855,4.52457317073171,0.0,0.0,146.34146341463415,human
74,59,0.7972972972972973,49,18.5,1.3513513513513513,7.570945945945947,0.0,0.0,162.16216216216216,human
42,39,0.9285714285714286,36,8.4,1.7857142857142858,8.757428571428573,0.0,0.0,261.9047619047619,human
192,118,0.6145833333333334,88,14.76923076923077,1.4739583333333333,7.562708333333337,0.0,0.0,125.0,human
175,100,0.5714285714285714,70,15.909090909090908,1.2971428571428572,5.920831168831171,0.0,0.0,222.85714285714286,human
41,35,0.8536585365853658,31,10.25,1.2195121951219512,2.7977439024390236,0.0,0.0,146.34146341463415,human
45,41,0.9111111111111111,38,6.428571428571429,1.4444444444444444,3.9615873015873007,0.0,0.0,288.88888888888886,human
40,32,0.8,26,8.0,1.8,8.770000000000003,0.0,0.0,225.0,human
82,64,0.7804878048780488,52,11.714285714285714,1.2682926829268293,3.9444250871080158,0.0,0.0,207.3170731707317,human
29,28,0.9655172413793104,27,14.5,1.4827586206896552,7.561551724137935,0.0,0.0,172.41379310344828,human
31,29,0.9354838709677419,27,10.333333333333334,1.3225806451612903,4.046451612903226,0.0,0.0,322.5806451612903,human
23,21,0.9130434782608695,19,7.666666666666667,1.6521739130434783,6.895652173913046,0.0,0.0,173.91304347826087,human
21,19,0.9047619047619048,17,7.0,1.380952380952381,3.4352380952380983,0.0,0.0,95.23809523809523,human
82,63,0.7682926829268293,50,8.2,1.3658536585365855,3.7250731707317115,0.0,0.0,146.34146341463415,human
2,2,1.0,2,1.0,1.5,2.5000000000000036,0.0,0.0,500.0,human
45,35,0.7777777777777778,30,9.0,1.2,2.080000000000002,0.0,0.0,155.55555555555557,human
17,15,0.8823529411764706,14,8.5,1.2941176470588236,2.995588235294118,0.0,0.0,117.6470588235294,human
88,61,0.6931818181818182,48,12.571428571428571,1.3977272727272727,5.806038961038961,0.0,0.0,215.9090909090909,human
43,38,0.8837209302325582,33,14.333333333333334,1.302325581395349,5.367441860465121,0.0,0.0,139.53488372093022,human
174,106,0.6091954022988506,86,43.5,1.5114942528735633,19.21063218390805,0.0,0.0,143.67816091954023,human
92,61,0.6630434782608695,45,23.0,1.4673913043478262,10.69521739130435,0.0,0.0,130.43478260869566,human
118,82,0.6949152542372882,61,23.6,1.3898305084745763,10.014000000000003,0.0,0.0,144.0677966101695,human
129,79,0.6124031007751938,62,16.125,1.6046511627906976,9.633633720930234,0.0,0.0,178.29457364341087,human
113,79,0.6991150442477876,60,28.25,1.4955752212389382,13.075287610619473,0.0,0.0,132.7433628318584,human
61,43,0.7049180327868853,33,20.333333333333332,1.360655737704918,8.395737704918034,0.0,0.0,114.75409836065575,human
160,103,0.64375,81,22.857142857142858,1.575,11.909285714285716,0.0,0.0,162.5,human
41,35,0.8536585365853658,30,10.25,1.6097560975609757,7.402621951219512,0.0,0.0,243.90243902439025,human
34,24,0.7058823529411765,20,34.0,1.588235294117647,16.411176470588234,0.0,0.0,58.8235294117647,human
23,22,0.9565217391304348,21,4.6,1.391304347826087,2.621391304347828,0.0,0.0,391.304347826087,human
9,9,1.0,9,4.5,1.3333333333333333,1.8983333333333334,0.0,0.0,222.2222222222222,human
43,34,0.7906976744186046,28,10.75,1.3953488372093024,5.067616279069767,0.0,0.0,348.8372093023256,human
75,57,0.76,44,12.5,1.4266666666666667,6.119666666666667,0.0,0.0,160.0,human
24,23,0.9583333333333334,22,8.0,1.3333333333333333,3.2633333333333354,0.0,0.0,458.3333333333333,human
33,29,0.8787878787878788,26,5.5,1.4545454545454546,3.7186363636363637,0.0,0.0,242.42424242424244,human
58,47,0.8103448275862069,38,14.5,1.206896551724138,4.306379310344827,0.0,0.0,86.20689655172414,human
22,22,1.0,22,3.6666666666666665,1.2272727272727273,0.3218181818181822,0.0,0.0,272.7272727272727,human
29,25,0.8620689655172413,22,14.5,1.3448275862068966,5.933965517241379,0.0,0.0,137.9310344827586,human
22,21,0.9545454545454546,20,7.333333333333333,1.5454545454545454,5.506363636363638,0.0,0.0,181.8181818181818,human
67,50,0.746268656716418,39,11.166666666666666,1.164179104477612,2.502313432835823,0.0,0.0,149.25373134328356,human
21,19,0.9047619047619048,17,7.0,1.2380952380952381,1.7495238095238115,0.0,0.0,190.47619047619045,human
16,15,0.9375,14,8.0,1.25,2.280000000000001,0.0,0.0,312.5,human
14,13,0.9285714285714286,12,7.0,1.3571428571428572,3.1542857142857166,0.0,0.0,214.28571428571428,human
57,50,0.8771929824561403,44,14.25,1.3157894736842106,5.493815789473686,0.0,0.0,192.98245614035088,human
19,19,1.0,19,9.5,1.5263157894736843,6.125526315789475,0.0,0.0,210.52631578947367,human
110,78,0.7090909090909091,60,18.333333333333332,1.5545454545454545,9.903636363636362,0.0,0.0,145.45454545454544,human
40,33,0.825,29,10.0,1.15,1.879999999999999,0.0,0.0,175.0,human
30,27,0.9,25,10.0,1.1333333333333333,1.6833333333333336,0.0,0.0,166.66666666666666,human
22,17,0.7727272727272727,14,22.0,1.4545454545454546,10.153636363636362,0.0,0.0,136.36363636363635,human
221,130,0.5882352941176471,100,31.571428571428573,1.497737556561086,14.39616031027796,0.0,0.0,131.2217194570136,human
157,103,0.6560509554140127,79,22.428571428571427,1.4267515923566878,9.992811646951775,0.0,0.0,127.38853503184713,human
32,29,0.90625,26,10.666666666666666,1.28125,3.6887500000000024,0.0,0.0,125.0,human
13,13,1.0,13,6.5,1.5384615384615385,5.098846153846157,0.0,0.0,230.76923076923077,human
21,18,0.8571428571428571,15,10.5,1.2380952380952381,3.11452380952381,0.0,0.0,142.85714285714286,human
83,63,0.7590361445783133,49,16.6,1.4337349397590362,7.80207228915663,0.0,0.0,108.43373493975903,human
116,83,0.7155172413793104,62,16.571428571428573,1.353448275862069,6.843546798029557,0.0,0.0,129.31034482758622,human
42,35,0.8333333333333334,28,14.0,1.5,7.570000000000004,0.0,0.0,142.85714285714286,human
35,33,0.9428571428571428,31,17.5,1.542857142857143,9.440714285714286,0.0,0.0,142.85714285714286,human
118,79,0.6694915254237288,58,23.6,1.4067796610169492,10.214000000000002,0.0,0.0,101.6949152542373,human
26,20,0.7692307692307693,15,8.666666666666666,1.1153846153846154,0.9515384615384619,0.0,0.0,192.30769230769232,human
195,115,0.5897435897435898,86,24.375,1.471794871794872,11.283429487179486,0.0,0.0,92.3076923076923,human
43,36,0.8372093023255814,32,14.333333333333334,1.3953488372093024,6.465116279069768,0.0,0.0,162.79069767441862,human
17,16,0.9411764705882353,15,5.666666666666667,1.588235294117647,5.361176470588237,0.0,0.0,235.2941176470588,human
10,10,1.0,10,3.3333333333333335,1.4,2.2300000000000004,0.0,0.0,200.0,human
43,35,0.813953488372093,30,14.333333333333334,1.302325581395349,5.367441860465121,0.0,0.0,116.27906976744185,human
9,9,1.0,9,4.5,2.111111111111111,11.07611111111111,0.0,0.0,222.2222222222222,human
40,35,0.875,33,40.0,1.575,18.595000000000002,0.0,0.0,175.0,human
27,26,0.9629629629629629,25,9.0,1.4814814814814814,5.401481481481483,0.0,0.0,185.18518518518516,human
14,13,0.9285714285714286,12,7.0,1.6428571428571428,6.525714285714287,0.0,0.0,142.85714285714286,human
5,5,1.0,5,2.5,1.2,-0.45500000000000007,0.0,0.0,200.0,human
25,23,0.92,21,8.333333333333334,1.32,3.236000000000004,0.0,0.0,200.0,human
114,84,0.7368421052631579,65,16.285714285714285,1.412280701754386,7.426340852130327,0.0,0.0,201.75438596491227,human
64,51,0.796875,42,32.0,1.5625,15.3275,0.0,0.0,140.625,human
104,75,0.7211538461538461,62,52.0,1.4903846153846154,22.27653846153847,0.0,0.0,144.23076923076923,human
45,38,0.8444444444444444,31,22.5,1.4666666666666666,10.491666666666664,0.0,0.0,155.55555555555557,human
30,28,0.9333333333333333,26,6.0,1.5666666666666667,5.236666666666668,0.0,0.0,200.0,human
24,21,0.875,19,12.0,1.5416666666666667,7.28166666666667,0.0,0.0,166.66666666666666,human
34,33,0.9705882352941176,32,8.5,1.411764705882353,4.383823529411767,0.0,0.0,235.2941176470588,human
9,9,1.0,9,4.5,1.3333333333333333,1.8983333333333334,0.0,0.0,333.3333333333333,human
18,18,1.0,18,4.5,1.5555555555555556,4.520555555555557,0.0,0.0,277.77777777777777,human
2,2,1.0,2,1.0,1.5,2.5000000000000036,0.0,0.0,1000.0,human
13,13,1.0,13,6.5,1.2307692307692308,1.468076923076925,0.0,0.0,76.92307692307693,human
16,14,0.875,12,8.0,1.25,2.280000000000001,0.0,0.0,62.5,human
8,8,1.0,8,4.0,1.125,-0.754999999999999,0.0,0.0,250.0,human
3,3,1.0,3,1.5,1.6666666666666667,4.661666666666669,0.0,0.0,666.6666666666666,human
34,30,0.8823529411764706,28,17.0,1.2941176470588236,6.310588235294119,0.0,0.0,88.23529411764706,human
41,36,0.8780487804878049,31,41.0,1.4146341463414633,17.092682926829266,0.0,0.0,170.7317073170732,human
77,62,0.8051948051948052,54,12.833333333333334,1.4155844155844155,6.118896103896102,0.0,0.0,246.75324675324674,human
28,24,0.8571428571428571,21,9.333333333333334,1.3214285714285714,3.6428571428571423,0.0,0.0,142.85714285714286,human
34,32,0.9411764705882353,30,11.333333333333334,1.5588235294117647,7.224117647058826,0.0,0.0,205.88235294117646,human
45,40,0.8888888888888888,36,22.5,1.4,9.705000000000002,0.0,0.0,155.55555555555557,human
8,8,1.0,8,4.0,2.0,9.57,0.0,0.0,500.0,human
25,25,1.0,25,12.5,1.6,8.165000000000003,0.0,0.0,240.0,human
30,26,0.8666666666666667,23,15.0,1.6666666666666667,9.92666666666667,0.0,0.0,233.33333333333334,human
8,8,1.0,8,4.0,1.25,0.7199999999999989,0.0,0.0,125.0,human
4,4,1.0,4,2.0,1.5,2.890000000000004,0.0,0.0,250.0,human
58,45,0.7758620689655172,36,11.6,1.4655172413793103,6.227103448275862,0.0,0.0,275.8620689655172,human
38,34,0.8947368421052632,30,9.5,1.4473684210526316,5.193947368421053,0.0,0.0,105.26315789473684,human
30,29,0.9666666666666667,28,10.0,1.6666666666666667,7.97666666666667,0.0,0.0,233.33333333333334,human
3,3,1.0,3,1.5,2.3333333333333335,12.528333333333336,0.0,0.0,333.3333333333333,human
27,24,0.8888888888888888,21,4.5,1.4444444444444444,3.2094444444444434,0.0,0.0,185.18518518518516,human
39,31,0.7948717948717948,24,9.75,1.5128205128205128,6.06378205128205,0.0,0.0,153.84615384615387,human
36,33,0.9166666666666666,31,12.0,1.4444444444444444,6.134444444444444,0.0,0.0,222.2222222222222,human
30,27,0.9,25,30.0,1.5333333333333334,14.203333333333337,0.0,0.0,133.33333333333334,human
2,2,1.0,2,2.0,1.5,2.890000000000004,0.0,0.0,500.0,human
66,51,0.7727272727272727,40,22.0,1.5606060606060606,11.405151515151513,0.0,0.0,181.8181818181818,human
35,26,0.7428571428571429,21,17.5,1.3714285714285714,7.4178571428571445,0.0,0.0,114.28571428571428,human
147,98,0.6666666666666666,83,49.0,1.5238095238095237,21.50095238095238,0.0,0.0,136.0544217687075,human
95,67,0.7052631578947368,56,11.875,1.5894736842105264,7.797039473684215,0.0,0.0,136.8421052631579,human
14,14,1.0,14,7.0,1.7857142857142858,8.211428571428574,0.0,0.0,357.14285714285717,human
33,29,0.8787878787878788,26,11.0,1.2727272727272727,3.7181818181818187,0.0,0.0,121.21212121212122,human
41,33,0.8048780487804879,27,41.0,1.5121951219512195,18.243902439024392,0.0,0.0,170.7317073170732,human
38,29,0.7631578947368421,20,9.5,1.4210526315789473,4.883421052631579,0.0,0.0,210.52631578947367,human
14,14,1.0,14,7.0,1.2857142857142858,2.3114285714285714,0.0,0.0,142.85714285714286,human
12,12,1.0,12,6.0,1.25,1.5,0.0,0.0,250.0,human
41,38,0.926829268292683,36,13.666666666666666,1.4878048780487805,7.296097560975614,0.0,0.0,121.95121951219512,human
105,78,0.7428571428571429,62,21.0,1.2666666666666666,7.546666666666667,0.0,0.0,142.85714285714286,human
39,36,0.9230769230769231,33,19.5,1.358974358974359,8.050897435897436,0.0,0.0,102.56410256410255,human
45,36,0.8,29,11.25,1.4222222222222223,5.579722222222223,0.0,0.0,222.2222222222222,human
25,18,0.72,11,5.0,1.04,-1.3679999999999986,0.0,0.0,400.0,human
12,11,0.9166666666666666,10,12.0,1.1666666666666667,2.8566666666666656,0.0,0.0,250.0,human
4,4,1.0,4,4.0,1.0,-2.2299999999999986,0.0,0.0,250.0,human
72,52,0.7222222222222222,37,18.0,1.2777777777777777,6.507777777777779,0.0,0.0,125.0,human
2,2,1.0,2,1.0,2.5,14.3,0.0,0.0,500.0,human
15,15,1.0,15,5.0,1.2666666666666666,1.3066666666666684,0.0,0.0,200.0,human
9,9,1.0,9,3.0,1.5555555555555556,3.935555555555556,0.0,0.0,444.4444444444444,human
7,7,1.0,7,3.5,1.1428571428571428,-0.7392857142857139,0.0,0.0,285.7142857142857,human
22,21,0.9545454545454546,20,11.0,1.2727272727272727,3.7181818181818187,0.0,0.0,227.27272727272725,human
21,19,0.9047619047619048,17,10.5,1.1904761904761905,2.55261904761905,0.0,0.0,142.85714285714286,human
22,18,0.8181818181818182,15,7.333333333333333,1.2727272727272727,2.288181818181819,0.0,0.0,181.8181818181818,human
8,8,1.0,8,4.0,1.125,-0.754999999999999,0.0,0.0,125.0,human
